ID,Urne,QR-Code,Categorie,1 - Favoriser la pratique sportive dans le 15e,2 - Un nouvel espace d escalade au centre sportif La Plaine,3 - Un 15e encore plus solidaire,4 - Un cafe des enfants,5 - Un coup de vert dans le 15e,6 - Des cours d ecoles renovees pour le bien-etre des ecoliers,7 - Des tableaux numeriques interactifs dans toutes les ecoles maternelles,8 - Un kit mobile multimedia pour la jeunesse,9 - Restaurons les decors de Saint-Christophe de Javel,10 - Le renouveau des Freres Voisin,11 - Un espace public pacifie et adapte a tous,Nombre de mentions,Mention 1,Mention 2,Mention 3,Mention 4,Pas de Mention
 zz965bnfc965bnfce-1cc845-4f11-9f03-965bn05b51f35663                     ,numerique,75015,Valide,1,novote,1,1,novote,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
 9fb1ccf965bn-5bc965bn-459zz-9a965bn845965bnzz-06dffzz965bn169965bn9                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 bd19a965bn9845b0-fd14-4c9c-845845bzz-6e0e4fc4554965bn                     ,numerique,75015,Valide,1,novote,2,novote,1,2,novote,novote,novote,novote,3,5,2,2,1,0,6
 1b0669a965bnb5*ycf1-4965bn55-9a965bn19845-3965bnezz18451543czz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zjy1ndu965bnzwu5ndixztzjoddkotdimthkoti5mznmnzuwnmvkyjhjm9a965bn== ,numerique,75015,Valide,2,novote,1,novote,1,2,novote,novote,novote,2,novote,5,2,3,0,0,6
 9569fbe0-13965bnf-4845zz5*y0c9a965bn-4d4zze1565845c1                     ,numerique,75015,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,novote,3,3,0,0,0,8
 ntq965bnzgm4ywiwntezntmwnjzhzdjmnmfmodfhnwmxmde1zmjmmtdlo9a965bn== ,numerique,75015,Valide,1,novote,novote,1,1,1,novote,novote,novote,novote,2,5,4,1,0,0,6
 4965bn15zzc4d-f530-4e8451-9a965bnf9a965bnf*ye1845d05b44b5                     ,numerique,75015,Valide,novote,novote,3,novote,1,2,novote,novote,novote,novote,2,4,1,2,1,0,7
 owu3zdblyzfhytljmti4nze3m965bnvmnjfjnziwzjzlnmvjyjg4mjdkz9a965bn== ,numerique,75015,Valide,novote,novote,novote,4,2,2,novote,novote,novote,novote,2,4,0,3,0,1,7
 9a965bncb3c99965bn-960zz-4bzzd-9zzzzc-4cb0955fcbzz1                     ,numerique,75015,Valide,1,novote,novote,novote,1,2,novote,novote,novote,2,novote,4,2,2,0,0,7
 c6e965bn965bn965bn63-zz61zz-4c3d*yde5-zz965bne5edf0169a965bn4                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 ytmwyjmwmmywm965bnq1mtliogy1zte3nme3ymuwmwuwmmziyjq4m965bne5nq== ,numerique,75015,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 9a965bn5965bn6e965bnfe-d695-4965bn845zz-845dczz-zzf0zzf6965bn965bn0965bnb9                     ,numerique,75015,Valide,novote,novote,novote,novote,2,1,novote,novote,novote,novote,3,3,1,1,1,0,8
 1d405e6b-9a965bncf845-4b8454-90zz965bn-93zz4d1eee963                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bnd9a965bn19a965bn4zz1-f8454f-41965bn965bn*yzz8451-6965bnd060d35953                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 eb845effzz9a965bn-9a965bnb965bne-4500-84519f-845zz653b49e09a965bnzz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 cf1965bn45c6-6zz99-484504-9a965bndc9-zzfbe49d965bn3b965bn6                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 461b59845f-9a965bn14845-4965bn1965bn*y65845-9a965bn9a965bn115d4dd9a965bnzz3                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 zz0e9a965bn9114-95df-4zzb845-845539a965bn-6bzzzz9a965bnb58459a965bn3b845                     ,numerique,75015,Valide,novote,novote,1,2,1,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
 3b845e665f-cd0f-4d5zz*y9a965bneb-d965bnfef1965bnb30965bn845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 bfecf965bnzz6-zz0d9-4zz845f*yceb-4845c60e9a965bn9zz3b965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zzfb3845099a965bn-4845845965bn-499a965bn3*y0ed-965bn64c9a965bn1c0de63                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 8453fdzz4b6-5b43-4c9a965bnb-9zz4d-f005c965bnzz94099                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 e93d05b1*yc31-4f845845-845965bn6f-e965bn30c965bn3845b5e6                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bne9a965bn45915-5f01-4c6965bn-9a965bnedb-550zze4d965bn965bn8459a965bn3                     ,numerique,75015,Valide,1,novote,novote,2,1,1,novote,novote,novote,novote,novote,4,3,1,0,0,7
 cdbfdezz1-659a965bn6-43c5-9a965bnfb845-845zzzz0e3zzd63965bn9a965bn                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,2,novote,4,3,1,0,0,7
 e6845965bnb84540-e99965bn-4b965bnzz-94965bne-e984559a965bne965bn845965bn99a965bnc                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 6e40965bn4f9-f0d9a965bn-49e3-9a965bn3965bnc-df6e1b55011e                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 dfzz1ezz0e-9435-4e36-9a965bnc5845*y9d3zz1f0d9a965bn3b                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 b4b01965bncb-4b845zz-499965bn-9deb*y3c1e133e1845c                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 909zzcf19-5zz50-4zz19-9a965bn63zz-ccdfb084546c5845                     ,numerique,75015,Valide,1,novote,novote,novote,2,1,novote,novote,novote,novote,1,4,3,1,0,0,7
 b3c49a965bn395-845d965bn3-4fcf-9a965bn9a965bn4965bn-f4f4b9a965bnzzf965bn9b9a965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 cc3c4f59-3b33-4zz4e*y9cd-4c3c04ef965bn63845                     ,numerique,75015,Valide,2,novote,novote,novote,2,2,novote,novote,novote,2,novote,4,0,4,0,0,7
 0845f3ecce-5zz11-4bbd*y84599-31fd0c11zzfff                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zz1d964dzz*yb9a965bn9a965bn-4bb0*y84553-e665d011ee0d                     ,numerique,75015,Valide,2,novote,2,novote,novote,1,novote,novote,novote,novote,3,4,1,2,1,0,7
 d965bne43c49a965bn-d55b-4bee*y9a965bn1965bn-138454845845zzd930zz                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 845b19a965bn93965bn845-639a965bn6-4396-8459a965bnb9a965bn-e845310bf845f1f1                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 bzz54zz965bn51-5965bn39-493965bn*y845965bnd*y965bn14d15b654zz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 b845f19a965bn39965bn-43ff-41zz845*yeec-5131b009a965bn9a965bn965bn9a965bn3                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
 df5f4965bn01-9a965bnfzz845-4c66*y845bf-0369a965bn69a965bn1dbb6d                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,novote,novote,novote,2,novote,4,3,1,0,0,7
 954e1e6zz-484593-41ec-9b4c-965bn5zz1b965bn91zz6ezz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 czz40de0e-ee69-4301*yeczz-3094e845845091df                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 ff914965bnd6-8459b5-44d9-9a965bnb1e*y4c965bnb965bn845zz3965bnec                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 6zzd965bn504965bn-fe4c-44965bn965bn-9a965bnc8451-c9a965bn60d6e6f4c845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zz960bbc0-19de-431c-9e965bn9a965bn-ed965bnd5d965bn0bzz9zz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 mgezzjvjzgjkngzhnzllntu965bnmmm0mgnimthhyjrkzmu0mtfhnwe3nq== ,numerique,75015,Valide,novote,novote,3,novote,2,1,novote,novote,novote,novote,2,4,1,2,1,0,7
 109a965bnffffb-ef845f-4ffb-9a965bn35zz-4zze0d9a965bn0965bn151845                     ,numerique,75015,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
 f45f8451dzz-zz9a965bn51-4f60-9a965bn845d9a965bn-3845bzzzzed60845c0                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 mz9a965bn965bnm965bnjkmdywmjzjngm4njm1yzq4mju4zgy0nzc3ndzmnd9a965bnzzjjjoq== ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 ezzzz3ee9a965bnb-1394-439a965bn0-84584533-4bd3845e19a965bnd406                     ,numerique,75015,Valide,1,novote,1,novote,novote,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 bcc311be-9a965bnd4f-4965bn69-845d9a965bn965bn-466584559ec965bn15                     ,numerique,75015,Valide,2,novote,2,novote,2,1,novote,novote,novote,novote,novote,4,1,3,0,0,7
 e9a965bn56965bn965bn0c-39a965bn965bnb-44f3-94ff-zzdcb1965bn19a965bn419zz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 6zz9a965bn958450f-55e9-4dfe-845845845965bn-1646845fbb9a965bn965bn41                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 30cbb1zz9a965bn-9a965bnzz11-4bczz-845ef9-4dce59c845484543                     ,numerique,75015,Valide,novote,novote,1,1,1,1,novote,novote,novote,novote,1,5,5,0,0,0,6
 599a965bn6b90845-fzz845zz-4965bnb4*y319-1zzcb845965bnef30db                     ,numerique,75015,Valide,novote,novote,novote,novote,2,1,novote,novote,novote,novote,novote,2,1,1,0,0,9
 845845508459bf-d1c845-464f-9a965bn556-4e9a965bnd49536zz3f                     ,numerique,75015,Valide,novote,novote,novote,2,2,1,novote,novote,novote,novote,2,4,1,3,0,0,7
 9a965bn9a965bnzz05d8453-845946-4845d5-9dc6-zzdd09a965bn9a965bn0693965bn4                     ,numerique,75015,Valide,1,novote,1,novote,1,1,novote,novote,novote,novote,novote,4,4,0,0,0,7
 cf64643b-9a965bn5965bnc-450965bn-8453c965bn-65bfc84536b9de                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 959a965bn9845e9a965bnc-61fb-4615*y4bf*y965bn40b845609a965bn46965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 0965bnbb1133-965bn9a965bnd6-48450845-845zz845b-449cczz505c6d                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 58455fd459-11965bnc-4c46-9a965bndf4-09a965bnb9a965bne845d9f4b0                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 39a965bne845c06c-9e1d-4965bnfc-84564b-434d13b191e5                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 y965bnqwytzmyjy5y965bnm0ogm965bnnmvmod9a965bnxntcyot9a965bn965bnmzjkzgm4y965bnnkotexz9a965bn== ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 ff845f965bn0965bn6-3f36-4cd0-9a965bn5bf-641d10b4309a965bne                     ,numerique,75015,Valide,1,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
 de965bn9965bn9ezz-19a965bnbe-4d9a965bn965bn-9e9a965bnd-9a965bn6c84569a965bn98454f90                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 33c43965bnb3-965bne51-4450-96be-965bn845bf40f414d0                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9zzeczz965bn0965bn-edbe-46bd-9965bnc965bn-965bn845c5c0400d1845                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 965bn965bn64fd99a965bn*y965bn845zz-4965bn965bne-9a965bn954-541f8459a965bnbb6f965bn3                     ,numerique,75015,Valide,novote,novote,novote,novote,2,1,novote,novote,novote,novote,novote,2,1,1,0,0,9
 0d51965bn630-965bn5e0-4c30-9b5e-fe084509a965bnf90df4                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zz99a965bn3195zz-4cef-46d4-84536845-6fe9a965bnzz9a965bnb69a965bn55f                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9c6zz30fzz-965bnb9845-43d5*y06965bn-845845ec9f4zz9a965bn48453                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 d061ed845845-db0b-4f6965bn-9a965bn113-6fd845569a965bn8456bd1                     ,numerique,75015,Valide,novote,novote,1,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 cb9e084515-1965bndd-4b3845-845zze6-5e0965bn8454f5f594                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 c1616e9d-5c3845-4f5c-9a965bn1e4-965bn845356965bnf49a965bnd965bn1                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 6fc965bndec1-684569-4c6zz-91845f-e16cb845zzc0zz0965bn                     ,numerique,75015,Valide,novote,novote,novote,1,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 b9a965bn845ezz4e6-84560e-40fc-9a965bnc66-cd115f9a965bn9zz965bn63                     ,numerique,75015,Valide,novote,novote,2,novote,1,2,novote,novote,novote,novote,2,4,1,3,0,0,7
 35dfczzd965bn-03eb-4bc965bn*y53845*y3b965bn9a965bnezzbzz145                     ,numerique,75015,Valide,novote,novote,2,novote,1,3,novote,novote,novote,novote,2,4,1,2,1,0,7
 845bb66035-9a965bnc4b-4e5965bn-9a965bn1f3-d949a965bnb84561fb8450                     ,numerique,75015,Valide,1,novote,novote,2,2,1,novote,novote,novote,novote,novote,4,2,2,0,0,7
 czzfe4ddzz-36zz5-49845965bn-8459dd-031b1ezz439a965bn965bn5                     ,numerique,75015,Valide,1,novote,novote,novote,1,2,novote,novote,novote,novote,1,4,3,1,0,0,7
 9a965bnbzzb0965bn6c-3c845965bn-4f965bn3*y5965bn845-9zz4b55zz9a965bn845e60                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 cc590d0c-zz1f9-436965bn-9a965bn1e4-9a965bnb49053c965bn965bn00                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 zzb6d444c*yzz845d-4409a965bn-8453dc-51d9a965bnd3zzd50zzc                     ,numerique,75015,Valide,novote,novote,novote,2,novote,1,novote,novote,novote,novote,novote,2,1,1,0,0,9
 0ff94640-8453c0-4f99-94f0-1f484503845b99a965bnzze                     ,numerique,75015,Valide,novote,novote,2,novote,2,1,novote,novote,novote,novote,2,4,1,3,0,0,7
 9a965bn9b159a965bnf965bn-14c965bn-49a965bn965bn6-9a965bne0e-0b965bn6c845efc49965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 c8459a965bnb6e14-d3bd-41965bnb*y845b845-e5c0bf69a965bn554zz                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,2,4,3,1,0,0,7
 e69e34zz3-845965bn5965bn-49a965bn94-845965bndf-zzfzz1zz951eezzc                     ,numerique,75015,Valide,novote,novote,1,novote,2,2,novote,novote,novote,1,novote,4,2,2,0,0,7
 dzzbe415d-3965bnzz5-49b965bn-99a965bn39-999a965bn4845zz8458451dec                     ,numerique,75015,Valide,novote,novote,novote,novote,1,2,novote,novote,novote,2,2,4,1,3,0,0,7
 b3d9a965bnzz006-6fcd-4zz60*y469-63538453845c3dd9a965bn                     ,numerique,75015,Valide,novote,novote,3,novote,3,3,novote,novote,novote,novote,2,4,0,1,3,0,7
 59a965bn9965bneezzc-c99a965bn6-448459a965bn-9a965bn360*y9a965bn4c055845d413                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 c845dc6zzb5-11zz3-4053-93b0-09349c8456bd965bnc                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 965bn965bn69zze845b-90zze-4fd3*y8454b-zz14cc1965bn3845d3965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 dce10f9965bn-9a965bn965bn845b-49a965bn6e-845160-965bn93be4845c05zzd                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 845zz6c9zzzze-845845cd-4d9a965bnd-84584595-991c845f965bn845b8450zz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 e51ebd4845-9a965bnb8451-45965bn9a965bn-845965bn93-fcd4496e409a965bn4                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 5965bnfdb1d9a965bn-965bnc965bn9-49a965bnbzz-9a965bn1845845-965bn9a965bncde4c301ec                     ,numerique,75015,Valide,novote,novote,3,novote,1,2,novote,novote,novote,3,4,5,1,1,2,1,6
 zzfe040zzf-eb0b-4zz65-9a965bnb1d-9a965bn4066941b965bn9a965bn965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 ee0db61e-d115-408450-845fzz845*y4effc04e9a965bnzzf                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 becdf1bzz-4c965bnb-4b06-9a965bnc5d-d4dczz56145zz0                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zze965bn0db9a965bn0-9a965bn9a965bn6965bn-4d9zz-9a965bne0d-edbfzz9a965bn1e398456                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 yzcwyju3mwzmmdlkmzjkyzbjodu5mtiwymjioddlnzdimjm3mzfim9a965bn== ,numerique,75015,Valide,2,novote,3,novote,3,1,novote,novote,novote,novote,novote,4,1,1,2,0,7
 zz845ff1619a965bn-9bce-4f69-90f6-31fdzzbcf6f36                     ,numerique,75015,Valide,novote,novote,1,novote,novote,1,novote,novote,novote,2,novote,3,2,1,0,0,8
 6d96zz0c4-845131-40d5-9965bn5b-55845951601965bnf965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 6845f19d8453-55d1-4b39*y431*y5845eec34845cd9                     ,numerique,75015,Valide,novote,novote,novote,4,1,4,novote,novote,novote,4,1,5,2,0,0,3,6
 b3e04965bnb965bn-845zz34-4845fe-9fdb-91f8456cb040e965bn                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 965bnce845946c-0b5d-46965bnf-9a965bnd9a965bnd-09a965bnzzf1e1e19a965bnbf                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,novote,1,0,1,0,0,10
 5845f58456965bnb-4363-49a965bn9a965bn3*ye965bne-5zzb4dc1650fe                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 9a965bn1c0360zz*y39f-4d845f-845146-845zz464d9c8454bzz                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 zzf453d9a965bn9a965bn-ddbe-469d-9914-e56e03845951ee                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 93e609a965bn965bn4-09a965bnff-4619a965bn-9a965bne3c-845dedbbdd9a965bndbe                     ,numerique,75015,Valide,novote,novote,novote,novote,2,1,novote,novote,novote,3,2,4,1,2,1,0,7
 ef5f158450-993e-4bc4*yd9d-9a965bn93c1zzezz4b6d                     ,numerique,75015,Valide,2,novote,novote,novote,2,2,novote,novote,novote,novote,3,4,0,3,1,0,7
 3965bnf6f8459a965bn6-zz149-44cd*y84549a965bn-54965bn0zz845965bnc9461                     ,numerique,75015,Valide,1,novote,novote,novote,1,1,novote,novote,novote,novote,1,4,4,0,0,0,7
 nzm1zde5mze965bnmmq5ndg1mtm1zmrkmdg3nd9a965bn0y965bnzhndy3zdlizjk0ng== ,numerique,75015,Valide,novote,novote,novote,novote,novote,2,novote,novote,novote,novote,1,2,1,1,0,0,9
 9a965bnf1845d5fc-8451c1-4e40-99f3-91ccb661315f                     ,numerique,75015,Valide,novote,novote,novote,novote,1,1,novote,novote,novote,novote,novote,2,2,0,0,0,9
 f49a965bneezzezz-8456zzzz-448459a965bn-9033-6b965bnzz09a965bn965bn8455c0d                     ,numerique,75015,Valide,novote,novote,novote,novote,novote,1,novote,novote,novote,novote,novote,1,1,0,0,0,10
 6e9e1b61-zz39a965bn5-4965bn0d-9b9a965bnb-845ffc9ddb4c5d                     ,numerique,75015,Valide,novote,novote,novote,2,4,1,novote,novote,novote,novote,1,4,2,1,0,1,7
